mnth,hr,holiday,weekday,workingday,temp,atemp,hum,windspeed,weekend,sensation,peak_hr,season_1,season_2,season_3,season_4,weathersit_1,weathersit_2,weathersit_3,weathersit_4
9,12,0,0,0,0.7,0.6515,0.65,0.0,1,1.3014999999999999,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
7,12,0,3,1,0.78,0.697,0.43,0.0,0,1.127,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
3,2,0,1,1,0.24,0.2424,0.48,0.1343,0,0.7223999999999999,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1,9,0,0,0,0.16,0.1515,0.74,0.2239,1,0.8915,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
6,14,0,2,1,0.86,0.7879,0.44,0.2239,0,1.2279,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
2,19,0,1,1,0.34,0.3333,0.25,0.1343,0,0.5832999999999999,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
9,9,0,0,0,0.7,0.6667,0.84,0.0,1,1.5067,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
11,13,0,5,1,0.4,0.4091,0.4,0.1642,0,0.8091,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1,14,0,0,0,0.2,0.1818,0.32,0.3582,1,0.5018,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1,15,0,0,0,0.3,0.3333,0.56,0.0,1,0.8933,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4,10,0,5,1,0.36,0.3333,0.71,0.2836,0,1.0433,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
8,15,0,3,1,0.74,0.6515,0.4,0.1343,0,1.0514999999999999,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1,0,0,5,1,0.26,0.2273,0.48,0.2985,0,0.7073,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
9,1,0,1,1,0.62,0.5606,0.88,0.1045,0,1.4405999999999999,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
12,7,0,4,1,0.24,0.2273,0.7,0.2239,0,0.9273,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2,7,0,3,1,0.22,0.2121,0.93,0.2239,0,1.1421000000000001,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3,16,0,0,0,0.34,0.3333,0.34,0.0,1,0.6733,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1,13,0,4,1,0.26,0.2727,0.35,0.1045,0,0.6227,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1,20,0,4,1,0.18,0.2121,0.74,0.0896,0,0.9521,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
11,22,0,3,1,0.4,0.4091,0.87,0.0,0,1.2791000000000001,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
10,17,0,4,1,0.56,0.5303,0.52,0.1343,0,1.0503,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
5,0,0,5,1,0.6,0.5758,0.78,0.3284,0,1.3558,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
4,5,0,0,0,0.34,0.3485,0.81,0.0896,1,1.1585,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
10,22,0,2,1,0.62,0.5455,0.94,0.1045,0,1.4855,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
5,14,0,5,1,0.66,0.6212,0.74,0.2836,0,1.3612,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
11,1,0,1,1,0.36,0.3485,0.66,0.2239,0,1.0085,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
11,8,0,4,1,0.2,0.2273,0.69,0.1045,0,0.9173,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
4,1,0,1,1,0.4,0.4091,0.56,0.3582,0,0.9691000000000001,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
4,21,0,3,1,0.66,0.6212,0.36,0.2836,0,0.9812,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2,7,0,4,1,0.2,0.197,0.72,0.194,0,0.917,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
12,13,0,0,0,0.32,0.303,0.7,0.2537,1,1.003,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2,0,0,5,1,0.32,0.2879,0.53,0.3881,0,0.8179000000000001,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
6,21,0,5,1,0.64,0.6212,0.29,0.1045,0,0.9112,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
5,23,0,2,1,0.6,0.5758,0.78,0.0,0,1.3558,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
11,22,0,0,0,0.42,0.4242,0.71,0.194,1,1.1341999999999999,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
8,16,0,0,0,0.64,0.5758,0.89,0.2836,1,1.4658,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
5,8,1,1,0,0.66,0.6212,0.69,0.0,0,1.3112,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1,11,0,6,0,0.18,0.2121,0.86,0.1045,1,1.0721,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
12,12,0,3,1,0.44,0.4394,1.0,0.1343,0,1.4394,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
8,20,0,2,1,0.74,0.6667,0.51,0.0,0,1.1766999999999999,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
7,5,0,5,1,0.66,0.5909,0.89,0.1343,0,1.4809,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2,10,0,6,0,0.26,0.2727,0.81,0.1045,1,1.0827,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
11,23,0,2,1,0.26,0.2424,0.81,0.2537,0,1.0524,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
5,16,0,1,1,0.6,0.5758,0.78,0.2537,0,1.3558,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
12,3,0,2,1,0.46,0.4545,0.87,0.194,0,1.3245,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
4,1,0,0,0,0.46,0.4545,0.82,0.3284,1,1.2745,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
12,4,0,2,1,0.34,0.3182,0.76,0.2836,0,1.0782,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
9,11,0,2,1,0.54,0.5152,0.83,0.3881,0,1.3452,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2,19,0,5,1,0.44,0.4394,0.88,0.1045,0,1.3194,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2,1,0,5,1,0.44,0.4394,0.62,0.194,0,1.0594000000000001,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2,8,0,4,1,0.32,0.3333,0.57,0.0896,0,0.9033,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1,18,0,0,0,0.16,0.1818,0.86,0.1045,1,1.0418,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3,1,0,5,1,0.34,0.3485,1.0,0.1045,0,1.3485,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
6,8,0,2,1,0.6,0.5758,0.78,0.1642,0,1.3558,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
6,4,0,5,1,0.7,0.6515,0.65,0.1642,0,1.3014999999999999,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
12,4,0,3,1,0.46,0.4545,1.0,0.1642,0,1.4545,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2,5,0,1,1,0.34,0.3636,0.93,0.0,0,1.2936,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
12,0,0,5,1,0.26,0.2879,0.7,0.0896,0,0.9879,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
3,10,0,0,0,0.42,0.4242,0.47,0.2537,1,0.8942,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
5,9,0,1,1,0.6,0.5455,0.88,0.2239,0,1.4255,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
10,17,0,6,0,0.46,0.4545,0.38,0.1642,1,0.8345,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
4,5,0,2,1,0.3,0.2879,0.7,0.194,0,0.9879,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
10,20,0,1,1,0.4,0.4091,0.82,0.0,0,1.2290999999999999,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
12,3,0,4,1,0.44,0.4394,0.67,0.1642,0,1.1094,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
8,6,0,5,1,0.66,0.6061,0.83,0.2239,0,1.4361,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
3,23,0,1,1,0.46,0.4545,0.88,0.0896,0,1.3345,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
8,18,0,6,0,0.76,0.7121,0.58,0.2537,1,1.2921,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1,1,0,5,1,0.22,0.2727,0.75,0.0,0,1.0227,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
9,17,0,5,1,0.78,0.7424,0.59,0.3284,0,1.3323999999999998,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
5,8,0,1,1,0.48,0.4697,0.77,0.2239,0,1.2397,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1,20,0,1,1,0.16,0.1667,0.59,0.1642,0,0.7566999999999999,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
10,16,1,1,0,0.42,0.4242,0.58,0.194,0,1.0042,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2,6,0,2,1,0.12,0.1212,0.8,0.2836,0,0.9212,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
7,11,0,5,1,0.7,0.6515,0.54,0.1343,0,1.1915,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
12,3,0,0,0,0.26,0.303,0.93,0.0,1,1.233,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
3,1,0,0,0,0.42,0.4242,1.0,0.2537,1,1.4242,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
5,13,0,6,0,0.76,0.7273,0.66,0.194,1,1.3873,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
3,22,0,3,1,0.56,0.5303,0.64,0.1343,0,1.1703000000000001,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
9,22,0,3,1,0.56,0.5303,0.64,0.0896,0,1.1703000000000001,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
3,11,0,1,1,0.44,0.4394,0.44,0.2239,0,0.8794,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3,16,0,6,0,0.36,0.3636,0.23,0.0,1,0.5936,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
11,6,0,1,1,0.44,0.4394,0.72,0.2239,0,1.1594,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
4,19,0,0,0,0.42,0.4242,0.44,0.194,1,0.8642000000000001,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
10,2,0,0,0,0.34,0.3485,0.87,0.0896,1,1.2185,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
10,22,0,3,1,0.46,0.4545,0.55,0.2985,0,1.0045000000000002,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
7,21,0,2,1,0.78,0.7121,0.49,0.2239,0,1.2021,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
4,18,0,1,1,0.5,0.4848,0.27,0.2537,0,0.7548,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2,22,0,4,1,0.32,0.2879,0.49,0.4179,0,0.7779,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
5,14,0,1,1,0.6,0.5606,0.83,0.194,0,1.3906,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
2,9,0,1,1,0.12,0.1364,0.5,0.194,0,0.6364,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
5,10,0,6,0,0.66,0.6212,0.65,0.1343,1,1.2711999999999999,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2,14,0,2,1,0.22,0.197,0.37,0.4179,0,0.567,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
12,16,0,6,0,0.38,0.3939,0.46,0.0,1,0.8539,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
11,23,0,3,1,0.42,0.4242,0.88,0.1343,0,1.3042,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
3,4,0,5,1,0.5,0.4848,0.94,0.1045,0,1.4247999999999998,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
10,12,0,3,1,0.62,0.6061,0.61,0.0896,0,1.2161,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
7,8,0,0,0,0.64,0.5909,0.78,0.0,1,1.3709,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
7,14,0,3,1,0.94,0.8788,0.38,0.3284,0,1.2588,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
3,16,0,3,1,0.4,0.4091,0.76,0.2239,0,1.1691,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
9,22,0,0,0,0.62,0.5606,0.88,0.0896,1,1.4405999999999999,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
6,0,0,4,1,0.74,0.7121,0.79,0.1343,0,1.5021,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
4,21,0,3,1,0.52,0.5,0.52,0.1343,0,1.02,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
5,21,0,3,1,0.66,0.6212,0.69,0.1343,0,1.3112,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
6,3,0,4,1,0.66,0.6212,0.5,0.0896,0,1.1212,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
9,2,0,1,1,0.62,0.5606,0.88,0.1045,0,1.4405999999999999,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
7,8,0,0,0,0.76,0.697,0.55,0.2239,1,1.2469999999999999,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1,11,0,2,1,0.22,0.2121,0.51,0.2985,0,0.7221,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4,15,0,2,1,0.6,0.5909,0.2,0.194,0,0.7908999999999999,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
8,14,0,1,1,0.82,0.7576,0.46,0.0,0,1.2176,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
3,2,0,3,1,0.22,0.2273,0.69,0.194,0,0.9173,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1,14,0,2,1,0.26,0.2576,0.52,0.2239,0,0.7776000000000001,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
7,0,0,4,1,0.74,0.6667,0.51,0.1045,0,1.1766999999999999,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
8,14,0,4,1,0.72,0.697,0.74,0.0,0,1.4369999999999998,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
5,14,0,6,0,0.72,0.6515,0.3,0.0896,1,0.9515,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1,18,0,0,0,0.12,0.1212,0.3,0.2537,1,0.4212,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
8,4,0,1,1,0.72,0.697,0.74,0.1343,0,1.4369999999999998,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
6,16,0,4,1,0.92,0.8333,0.33,0.1343,0,1.1633,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
8,9,0,6,0,0.7,0.6667,0.84,0.4179,1,1.5067,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
10,21,0,6,0,0.5,0.4848,0.42,0.2239,1,0.9048,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
9,9,0,3,1,0.54,0.5152,0.6,0.2537,0,1.1152,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
9,5,0,3,1,0.52,0.5,0.68,0.2836,0,1.1800000000000002,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
9,0,0,3,1,0.72,0.697,0.74,0.2537,0,1.4369999999999998,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
10,12,0,0,0,0.42,0.4242,0.71,0.0,1,1.1341999999999999,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2,0,0,0,0,0.24,0.2121,0.41,0.3582,1,0.6221,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
5,15,0,5,1,0.66,0.6212,0.36,0.194,0,0.9812,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2,2,0,4,1,0.14,0.1515,0.8,0.1343,0,0.9515,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3,13,0,5,1,0.36,0.3333,0.53,0.2537,0,0.8633,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
11,13,0,6,0,0.52,0.5,0.39,0.0,1,0.89,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
3,14,0,2,1,0.6,0.5909,0.73,0.1642,0,1.3209,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
12,13,0,4,1,0.36,0.3485,0.57,0.194,0,0.9184999999999999,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1,9,0,2,1,0.3,0.2879,0.52,0.194,0,0.8079000000000001,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
11,16,0,0,0,0.46,0.4545,0.55,0.2239,1,1.0045000000000002,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
12,6,0,6,0,0.24,0.2879,0.75,0.0,1,1.0379,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
11,2,0,2,1,0.36,0.3182,0.87,0.4478,0,1.1882,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
3,21,0,5,1,0.3,0.2879,0.7,0.2239,0,0.9879,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
4,18,0,0,0,0.46,0.4545,0.31,0.0,1,0.7645,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
8,2,0,2,1,0.62,0.5909,0.73,0.2239,0,1.3209,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
5,2,0,1,1,0.5,0.4848,1.0,0.0896,0,1.4848,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
8,12,0,3,1,0.8,0.7424,0.49,0.1045,0,1.2324,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
10,0,0,0,0,0.46,0.4545,0.44,0.1343,1,0.8945000000000001,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1,3,0,4,1,0.2,0.2576,0.61,0.0,0,0.8675999999999999,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4,14,0,2,1,0.72,0.6667,0.58,0.3284,0,1.2467,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
6,16,0,6,0,0.84,0.7121,0.26,0.2985,1,0.9721,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
3,3,0,6,0,0.26,0.2273,0.41,0.2985,1,0.6373,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
7,17,0,6,0,0.84,0.7273,0.3,0.2239,1,1.0272999999999999,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
2,11,0,2,1,0.22,0.1818,0.47,0.4627,0,0.6517999999999999,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4,20,0,2,1,0.46,0.4545,0.28,0.3881,0,0.7345,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
9,23,0,5,1,0.52,0.5,0.55,0.3284,0,1.05,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
9,4,0,1,1,0.52,0.5,0.68,0.2836,0,1.1800000000000002,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
3,21,0,3,1,0.42,0.4242,0.58,0.2836,0,1.0042,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5,8,0,4,1,0.42,0.4242,0.5,0.2537,0,0.9242,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
10,15,1,1,0,0.72,0.6515,0.42,0.1045,0,1.0715,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
5,14,0,4,1,0.82,0.7727,0.52,0.2836,0,1.2927,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
3,20,0,0,0,0.36,0.3333,0.46,0.2836,1,0.7933,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
5,5,0,3,1,0.54,0.5152,0.94,0.1045,0,1.4552,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2,7,0,2,1,0.12,0.1212,0.8,0.2836,0,0.9212,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5,20,0,6,0,0.7,0.6515,0.65,0.2239,1,1.3014999999999999,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
11,5,0,1,1,0.3,0.3333,0.93,0.0,0,1.2633,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
12,23,0,4,1,0.24,0.2424,0.65,0.1642,0,0.8924000000000001,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
8,10,0,2,1,0.74,0.697,0.7,0.1343,0,1.3969999999999998,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
11,8,0,1,1,0.3,0.2879,0.49,0.2239,0,0.7779,1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
12,3,0,4,1,0.22,0.2273,0.55,0.194,0,0.7773000000000001,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
11,13,0,3,1,0.32,0.303,0.53,0.2537,0,0.833,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1,20,0,0,0,0.3,0.2727,0.39,0.3582,1,0.6627000000000001,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
6,19,0,3,1,0.82,0.803,0.59,0.1343,0,1.393,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
3,21,0,1,1,0.6,0.6061,0.64,0.1642,0,1.2461,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3,14,0,3,1,0.7,0.6364,0.23,0.3284,0,0.8664,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
12,10,0,1,1,0.38,0.3939,0.87,0.0896,0,1.2639,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1,15,0,2,1,0.54,0.5152,0.26,0.4478,0,0.7752,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1,15,0,4,1,0.32,0.3182,0.45,0.194,0,0.7682,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5,17,0,2,1,0.68,0.6364,0.65,0.1045,0,1.2864,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
7,18,0,3,1,0.76,0.7121,0.62,0.1343,0,1.3321,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
9,1,0,1,1,0.52,0.5,0.72,0.0896,0,1.22,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
10,12,0,6,0,0.62,0.6212,0.35,0.0,1,0.9712,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
10,14,0,0,0,0.5,0.4848,0.59,0.4478,1,1.0748,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
9,1,0,0,0,0.66,0.6061,0.83,0.1343,1,1.4361,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
7,12,0,0,0,0.84,0.7727,0.47,0.1045,1,1.2427000000000001,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
12,23,0,3,1,0.28,0.2727,0.56,0.2239,0,0.8327,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
9,10,0,0,0,0.72,0.697,0.79,0.0,1,1.487,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2,20,0,5,1,0.34,0.3485,0.49,0.1045,0,0.8385,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2,17,0,4,1,0.18,0.1818,0.26,0.194,0,0.44179999999999997,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
8,17,0,2,1,0.74,0.6667,0.51,0.2836,0,1.1766999999999999,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1,2,0,2,1,0.14,0.1515,0.63,0.1343,0,0.7815,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4,0,0,5,1,0.26,0.2576,1.0,0.1642,0,1.2576,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
12,7,0,5,1,0.38,0.3939,0.46,0.2985,0,0.8539,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
11,9,0,2,1,0.4,0.4091,0.94,0.0,0,1.3491,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
6,14,0,5,1,0.86,0.7727,0.39,0.0,0,1.1627,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
8,3,0,5,1,0.64,0.5909,0.78,0.0896,0,1.3709,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
9,11,0,3,1,0.78,0.7424,0.62,0.1642,0,1.3624,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
6,3,0,5,1,0.66,0.6061,0.83,0.1642,0,1.4361,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
2,13,0,6,0,0.3,0.2879,0.7,0.194,1,0.9879,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2,9,0,2,1,0.24,0.197,0.52,0.4925,0,0.7170000000000001,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
7,22,0,1,1,0.74,0.6667,0.51,0.1642,0,1.1766999999999999,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
4,1,0,0,0,0.5,0.4848,0.88,0.194,1,1.3648,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
7,17,0,6,0,0.84,0.7273,0.32,0.0,1,1.0473,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
9,20,0,4,1,0.64,0.6061,0.69,0.2239,0,1.2961,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
7,0,0,3,1,0.7,0.6667,0.84,0.1045,0,1.5067,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
5,17,0,1,1,0.58,0.5455,0.88,0.2239,0,1.4255,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
9,0,0,5,1,0.54,0.5152,0.68,0.0,0,1.1952,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
